product_id,id_web,price,total_sales,post_title,ca_par_bouteille
6618,15539,13.5,0,Clos du Mont-Olivet Vins de Pays du Gard Confluence 2017,0.0
6620,16046,51.0,0,Domaine de La Tour Du Bon Bandol Rouge Saint Ferréol 2005,0.0
6621,15204,35.2,3,Thierry Germain Saumur-Champigny La Marginale 2018,105.6
6622,15205,42.2,0,Thierry Germain Saumur-Champigny Les Mémoires 2018,0.0
6626,15790,33.2,0,Weingut Besson-Strasser Zürich Räuschling 2018,0.0
6627,15791,41.8,1,Weingut Besson-Strasser Zürich Fumé 2017,41.8
6628,15792,32.2,0,Weingut Besson-Strasser Zürich Blauer Zweigelt 2016,0.0
6629,15793,37.7,1,Weingut Besson-Strasser Zürich Pinot Noir Cholfirst 2017,37.7
6631,15795,47.2,0,Weingut Besson-Strasser Zürich Pinot Noir Albi 2016,0.0
6632,15794,52.7,1,Weingut Besson-Strasser Zürich Pinot Noir Chlosterberg 2016,52.7
6635,15763,22.4,1,Domaine de la Monardière Vacqueyras Vieilles Vignes 2016,22.4
6663,16152,50.4,0,Catherine et Claude Maréchal Pommard La Chanière 2017,0.0
6664,15661,35.6,0,Catherine et Claude Maréchal Savigny-Lès-Beaune Rouge 2017,0.0
6665,16068,27.7,1,Domaine Hauvette IGP Alpilles Jaspe 2017,27.7
6666,16067,48.5,0,Domaine Hauvette IGP Alpilles Dolia 2013,0.0
6738,8193,15.4,3,Emile Boeckel Crémant Chardonnay Extra Brut 2016,46.2
6751,16144,46.5,0,Château Simone Palette Blanc 2017,0.0
6753,15256,46.5,0,Château Simone Palette Rouge 2015,0.0
6884,15735,46.5,0,Domino Romano Ribera del Duero RDR 2015,0.0
6886,14897,42.0,0,Gratavinum Priorat GV5 2011,0.0
6887,15736,21.8,0,Gratavinum Priorat 2?r 2017,0.0
6920,15740,50.5,0,Château Jean Faure Saint-Emilion Grand Cru 2015,0.0
6926,15845,49.9,1,Château Jean Faure Saint-Emilion Grand Cru 2016,49.9
6928,15741,19.0,2,Le Cèdre de Jean Faure Saint-Emilion 2016,38.0
6930,16135,8.4,5,Mouthes Le Bihan Côtes de Duras L'Aimé Chai 2015,42.0
7023,15891,27.5,0,Camin Larredya Jurançon Sec La Virada 2018,0.0
7025,15887,69.0,0,Domaine Jamet Côte Rôtie Fructus Voluptas 2018,0.0
7247,13127-1,54.8,0,Clos du Mont-Olivet Châteauneuf-du-Pape 2007,0.0
7338,16230,16.3,0,Domaine Saint-Nicolas Vin de France Blanc Les Clous 2019,0.0
